title,lon,price,misc,lat,date,details_link,hood
2 BEDROOM-GOOD LOCATION,40.702900,$259000,,-73.811100,Jul 31,https://newyork.craigslist.org/brk/reb/d/brooklyn-2-bedroom-good-location/7169108499.html, (Brooklyn)
Beautiful Historic Granite Hall Mansion!,40.702900,$1199000,,-73.811100,Jul 31,https://newyork.craigslist.org/mnh/reb/d/boydton-beautiful-historic-granite-hall/7154923060.html, (Boydton)
976 IRANISTAN AVENUE (PRIVATE ROOM) Option to Pay Monthly or Weekly!,40.702900,$650,,-73.811100,Jul 31,https://newyork.craigslist.org/fct/reo/d/bridgeport-976-iranistan-avenue-private/7163883976.html, (BRIDGEPORT)
Renovated BIG Brick 2 family,40.702900,$899000,,-73.811100,Jul 31,https://newyork.craigslist.org/brk/reb/d/brooklyn-renovated-big-brick-2-family/7163782504.html, (Cypress Hills/Subway)
Country Peaceful Living is the Lifestyle in this Home!,40.702900,$103900,,-73.811100,Jul 31,https://newyork.craigslist.org/brk/reb/d/south-hill-country-peaceful-living-is/7154531933.html, (South Hill)
Small warehouse with office for lease at JFK,40.702900,$0,,-73.811100,Jul 31,https://newyork.craigslist.org/que/reb/d/jamaica-small-warehouse-with-office-for/7156917802.html, (718-WAREHOUSE [927-3468])
Country Peaceful Living is the Lifestyle in this Home!,40.776400,$103900,,-73.982700,Jul 31,https://newyork.craigslist.org/mnh/reb/d/south-hill-country-peaceful-living-is/7154530326.html, (South Hill)
Warehouse with 2 drive ins for lease,40.776400,$0,,-73.982700,Jul 31,https://newyork.craigslist.org/lgi/reb/d/freeport-warehouse-with-2-drive-ins-for/7156914933.html, (Freeport)
GARAGE UNIT- BUSINESS OR STORAGE ONLY,40.776400,$400,,-73.982700,Jul 31,https://newyork.craigslist.org/fct/reo/d/bridgeport-garage-unit-business-or/7169108142.html, (BRIDGEPORT)
Freeport warehouse with cheap electricity,40.776400,$0,,-73.982700,Jul 31,https://newyork.craigslist.org/lgi/reb/d/freeport-freeport-warehouse-with-cheap/7156914711.html, (Freeport)
BUY NOW or LEASE-to-OWN this peacefully charming House,40.776400,$595000,,-73.982700,Jul 31,https://newyork.craigslist.org/wch/reo/d/nanuet-buy-now-or-lease-to-own-this/7169108091.html, (New York)
Cypress Hills column-free warehouse for sale,40.776400,$0,,-73.982700,Jul 31,https://newyork.craigslist.org/brk/reb/d/brooklyn-cypress-hills-column-free/7156914526.html, (718-WAREHOUSE [927-3468])
Warehouse in Floral Park with 3 drive ins,40.583900,$0,,-73.953600,Jul 31,https://newyork.craigslist.org/lgi/reb/d/floral-park-warehouse-in-floral-park/7156914376.html, (718-WAREHOUSE [927-3468])
2 family with a very nice backyard (VIDEO),40.583900,$1149000,,-73.953600,Jul 31,https://newyork.craigslist.org/brk/reb/d/brooklyn-2-family-with-very-nice/7156838265.html," (A & C subway, OPEN HOUSE)"
Warehouse with 12' drive in and 16' Ceilings,40.583900,$0,,-73.953600,Jul 31,https://newyork.craigslist.org/lgi/reb/d/island-park-warehouse-with-12-drive-in/7156914195.html, (Island Park)
East NY warehouse with 5 drive ins - for sale,40.583900,$0,,-73.953600,Jul 31,https://newyork.craigslist.org/brk/reb/d/brooklyn-east-ny-warehouse-with-5-drive/7156840024.html, (718-WAREHOUSE [927-3468])
Maspeth warehouse space with 2 docks,40.583900,$0,,-73.953600,Jul 31,https://newyork.craigslist.org/que/reb/d/maspeth-maspeth-warehouse-space-with-2/7156839532.html, (718-WAREHOUSE [927-3468])
Canarsie warehouse with yard + refrigeration for sale,40.583900,$0,,-73.953600,Jul 31,https://newyork.craigslist.org/brk/reb/d/brooklyn-canarsie-warehouse-with-yard/7156839374.html, (718-WAREHOUSE [927-3468])
Brick/Brownstone Townhouse on 130 long lot,40.583900,$1189000,,-73.953600,Jul 31,https://newyork.craigslist.org/brk/reb/d/brick-brownstone-townhouse-on-130-long/7165640094.html, (Walk to Prospect Park)
Renovated Detach 3 bedroom house +Parking,40.583900,$1199000,,-73.953600,Jul 31,https://newyork.craigslist.org/que/reb/d/forest-hills-renovated-detach-3-bedroom/7156841129.html, (Forest Hills)
Spring Creek warehouse with 2 drive ins and 1 dock,40.583900,$0,,-73.953600,Jul 31,https://newyork.craigslist.org/brk/reb/d/brooklyn-spring-creek-warehouse-with-2/7156839223.html, (718-WAREHOUSE [927-3468])
Bronx high ceiling warehouse,40.583900,$0,,-73.953600,Jul 31,https://newyork.craigslist.org/brx/reb/d/bronx-bronx-high-ceiling-warehouse/7156839043.html, (718-WAREHOUSE [927-3468])
East NY warehouse with deep loading dock,40.583900,$0,,-73.953600,Jul 31,https://newyork.craigslist.org/brk/reb/d/brooklyn-east-ny-warehouse-with-deep/7156835712.html, (718-WAREHOUSE [927-3468])
High ceiling warehouse in Freeport,40.583900,$0,,-73.953600,Jul 31,https://newyork.craigslist.org/lgi/reb/d/freeport-high-ceiling-warehouse-in/7156835522.html, (Freeport)
Boro Park warehouse with 2 drive ins,40.583900,$0,,-73.953600,Jul 31,https://newyork.craigslist.org/brk/reb/d/brooklyn-boro-park-warehouse-with-2/7156835359.html, (718-WAREHOUSE [927-3468])
commissary kitchen fully furnished,40.583900,$0,,-73.953600,Jul 31,https://newyork.craigslist.org/lgi/reb/d/east-rockaway-commissary-kitchen-fully/7156835177.html, (East Rockaway)
2 family Brownstone 20' wide,40.583900,$1495000,,-73.953600,Jul 31,https://newyork.craigslist.org/brk/reb/d/brooklyn-2-family-brownstone-20-wide/7153384311.html, (off Nostrand Ave)
Maspeth High ceiling Warehouse and yard for sale with docks,40.678400,$0,,-73.921100,Jul 31,https://newyork.craigslist.org/que/reb/d/maspeth-maspeth-high-ceiling-warehouse/7156832470.html, (718-WAREHOUSE [927-3468])
Renovated Brick 3 family,40.678400,$1589000,,-73.921100,Jul 31,https://newyork.craigslist.org/brk/reb/d/brooklyn-renovated-brick-3-family/7156837209.html, (walk to A & C subway)
Crown Heights warehouse with dock and drive in,40.678400,$0,,-73.921100,Jul 31,https://newyork.craigslist.org/brk/reb/d/brooklyn-crown-heights-warehouse-with/7156832223.html, (718-WAREHOUSE [927-3468])
Ozone Park warehouse space with yard and loading docks,40.678400,$0,,-73.921100,Jul 31,https://newyork.craigslist.org/que/reb/d/ozone-park-ozone-park-warehouse-space/7156832005.html, (718-WAREHOUSE [927-3468])
Renovated high-quality HUGE 2 family,40.678400,$1599000,,-73.921100,Jul 31,https://newyork.craigslist.org/brk/reb/d/brooklyn-renovated-high-quality-huge-2/7163893822.html," (Tree-lined block, close to Subway)"
warehouse in Borough Park with office,40.678400,$0,,-73.921100,Jul 31,https://newyork.craigslist.org/brk/reb/d/brooklyn-warehouse-in-borough-park-with/7156822280.html, (718-WAREHOUSE [927-3468])
Beautiful high end offices,40.678400,$0,,-73.921100,Jul 31,https://newyork.craigslist.org/lgi/reb/d/oceanside-beautiful-high-end-offices/7156822121.html, (Oceanside)
Classroom space available with playground,40.705004,$0,,-74.007146,Jul 31,https://newyork.craigslist.org/que/reb/d/forest-hills-classroom-space-available/7156821835.html, (718-WAREHOUSE [927-3468])
Small warehouse with beautiful offices and high ceilings,40.705004,$0,,-74.007146,Jul 31,https://newyork.craigslist.org/lgi/reb/d/island-park-small-warehouse-with/7156821663.html, (Island Park)
High ceiling Warehouse and yard for lease in Maspeth,40.705004,$0,,-74.007146,Jul 31,https://newyork.craigslist.org/que/reb/d/maspeth-high-ceiling-warehouse-and-yard/7156821466.html, (718-WAREHOUSE [927-3468])
4 story 2 family off Nostrand Ave (VIDEO),40.705004,$1595000,,-74.007146,Jul 31,https://newyork.craigslist.org/brk/reb/d/4-story-2-family-off-nostrand-ave-video/7163773921.html," ($8,850 income, close to Pratt Inst.)"
Warehouse with showroom and stockroom,40.705004,$0,,-74.007146,Jul 31,https://newyork.craigslist.org/lgi/reb/d/island-park-warehouse-with-showroom-and/7156819502.html, (Island Park)
Updated Brick 2 family with Brooklyn Charm,40.705004,$1599000,,-74.007146,Jul 31,https://newyork.craigslist.org/brk/reb/d/brooklyn-updated-brick-2-family-with/7160308589.html," (Beautiful block, close to Subway)"
mixed use building in Freeport,40.705004,$0,,-74.007146,Jul 31,https://newyork.craigslist.org/lgi/reb/d/freeport-mixed-use-building-in-freeport/7156819321.html, (Freeport)
Townhouse next to Subway,40.682617,$1695000,,-73.795874,Jul 31,https://newyork.craigslist.org/brk/reb/d/townhouse-next-to-subway/7153383643.html, (Park Slope)
Bronx food production space,40.682617,$0,,-73.795874,Jul 31,https://newyork.craigslist.org/brx/reb/d/bronx-bronx-food-production-space/7156819167.html, (718-WAREHOUSE [927-3468])
Bronx refrigerated warehouse and freezer space,40.682617,$0,,-73.795874,Jul 31,https://newyork.craigslist.org/brx/reb/d/bronx-bronx-refrigerated-warehouse-and/7156818950.html, (718-WAREHOUSE [927-3468])
Warehouse for lease in LIC,40.682617,$0,,-73.795874,Jul 31,https://newyork.craigslist.org/que/reb/d/long-island-city-warehouse-for-lease-in/7156818781.html, (718-WAREHOUSE [927-3468])
warehouse in Greenpoint ready to be redeveloped,40.682617,$0,,-73.795874,Jul 31,https://newyork.craigslist.org/brk/reb/d/brooklyn-warehouse-in-greenpoint-ready/7156810446.html, (718-WAREHOUSE [927-3468])
Cape Cod Boardman Local Schools and Close to Everything,40.682617,$57700,,-73.795874,Jul 31,https://newyork.craigslist.org/mnh/reo/d/new-york-cape-cod-boardman-local/7152972899.html, (66 Shields Rd Youngstown OHIO)
NJ/CT Hero Rewards Program,40.682617,$0,,-73.795874,Jul 31,https://newyork.craigslist.org/fct/reo/d/englewood-nj-ct-hero-rewards-program/7169105193.html, (All Northern NJ)
Warehouse on 2nd floor with freight elevator,40.678064,$14000,,-73.867714,Jul 31,https://newyork.craigslist.org/brk/reo/d/brooklyn-warehouse-on-2nd-floor-with/7169105148.html, (Williamsburg)
"Wilmington, VT Mt Snow building lots in Chimney Hill",40.678064,$30000,,-73.867714,Jul 31,https://newyork.craigslist.org/fct/reo/d/norwalk-wilmington-vt-mt-snow-building/7152443950.html, (06855)
"Flexible, private workspace designed for a safe return to work.",40.678064,$0,,-73.867714,Jul 31,https://newyork.craigslist.org/mnh/reo/d/new-york-flexible-private-workspace/7169104978.html, (Flatiron)
Spring Creek warehouse with high ceilings,40.678064,$0,,-73.867714,Jul 31,https://newyork.craigslist.org/brk/reb/d/brooklyn-spring-creek-warehouse-with/7156810253.html, (718-WAREHOUSE [927-3468])
Queens ground floor warehouse/retail space,40.678064,$0,,-73.867714,Jul 31,https://newyork.craigslist.org/que/reb/d/richmond-hill-queens-ground-floor/7156810009.html, (718-WAREHOUSE [927-3468])
High ceiling Brooklyn warehouse for sale,40.678064,$0,,-73.867714,Jul 31,https://newyork.craigslist.org/brk/reb/d/brooklyn-high-ceiling-brooklyn/7156809853.html, (718-WAREHOUSE [927-3468])
Ultra high ceiling Brooklyn warehouse for sale,40.678064,$0,,-73.867714,Jul 31,https://newyork.craigslist.org/brk/reb/d/brooklyn-ultra-high-ceiling-brooklyn/7156806436.html, (718-WAREHOUSE [927-3468])
Warehouse with two docks and high ceilings,40.678064,$0,,-73.867714,Jul 31,https://newyork.craigslist.org/lgi/reb/d/inwood-warehouse-with-two-docks-and/7156806269.html, (718-WAREHOUSE [927-3468])
NJ/NY Hero Rewards Program,40.678064,$0,,-73.867714,Jul 31,https://newyork.craigslist.org/wch/reo/d/englewood-nj-ny-hero-rewards-program/7169104358.html, (All Northern NJ)
SPACIOUS STUDIO - ELEVATOR BUILDING - OFF QUEENS BLVD & SUBWAY,40.678064,$1495,,-73.867714,Jul 31,https://newyork.craigslist.org/que/reo/d/jamaica-spacious-studio-elevator/7169103846.html, (FOREST HILLS)
***EXCELLENT APT: SPACIOUS AREA - ROOF TOP - GYM - DRM - NO FEE***,40.678064,$4163,,-73.867714,Jul 31,https://newyork.craigslist.org/mnh/reb/d/new-york-excellent-apt-spacious-area/7169080587.html, (Financial District)
NJ/NY Hero Rewards Program,40.678064,$0,,-73.867714,Jul 31,https://newyork.craigslist.org/lgi/reo/d/englewood-nj-ny-hero-rewards-program/7169103492.html, (All Northern NJ)
"2 BR - lovely, in WALKUP BLDG - BY MONTEFIORE HOSPITAL - NEAR SUBWAY",40.678064,$1925,,-73.867714,Jul 31,https://newyork.craigslist.org/brx/reo/d/bronx-2-br-lovely-in-walkup-bldg-by/7169103405.html, (Norwood - BRONX)
Large Open W/Exposed Brick Studio/1 Bath-Park Slope/12th St-No Fee,40.678064,$2200,,-73.867714,Jul 31,https://newyork.craigslist.org/brk/reb/d/brooklyn-large-open-exposed-brick/7169103206.html,
SPACIOUS STUDIO & A HALF ! - STEPS TO SUBWAY & PARK,40.848600,$1725,,-73.899900,Jul 31,https://newyork.craigslist.org/mnh/reo/d/new-york-spacious-studio-half-steps-to/7169102936.html, (Inwood / Wash Hts)
Strip mall retail space for lease - call for details ,40.848600,$0,,-73.899900,Jul 31,https://newyork.craigslist.org/wch/reo/d/harrison-strip-mall-retail-space-for/7169102843.html," (Harrison, NY)"
NJ/NY Hero Rewards Program,40.848600,$0,,-73.899900,Jul 31,https://newyork.craigslist.org/stn/reo/d/englewood-nj-ny-hero-rewards-program/7169102481.html, (All Northern NJ)
NO fee Lorimar  L,40.848600,$2890,,-73.899900,Jul 31,https://newyork.craigslist.org/brk/reo/d/brooklyn-no-fee-lorimar/7169102289.html, (williamsburg brooklyn)
Warehouse with 4 loading docks and office,40.848600,$0,,-73.899900,Jul 31,https://newyork.craigslist.org/lgi/reb/d/new-hyde-park-warehouse-with-4-loading/7156806108.html, (718-WAREHOUSE [927-3468])
High ceiling East NY warehouse with mezz,40.848600,$0,,-73.899900,Jul 31,https://newyork.craigslist.org/brk/reb/d/high-ceiling-east-ny-warehouse-with-mezz/7156805916.html, (718-WAREHOUSE [927-3468])
Exceptional home - SMART Refrigerator,40.848600,$595000,,-73.899900,Jul 31,https://newyork.craigslist.org/jsy/reo/d/nanuet-exceptional-home-smart/7169102148.html, (New York)
Warehouse with loading docks,40.848600,$0,,-73.899900,Jul 31,https://newyork.craigslist.org/lgi/reb/d/baldwin-warehouse-with-loading-docks/7156805711.html, (Baldwin)
NJ/NY Hero Rewards Program,40.857996,$0,,-73.932978,Jul 31,https://newyork.craigslist.org/brk/reo/d/englewood-nj-ny-hero-rewards-program/7169098754.html, (All Northern NJ)
2 bedroom apartment good condition,40.857996,$255000,,-73.932978,Jul 31,https://newyork.craigslist.org/brk/reb/d/brooklyn-2-bedroom-apartment-good/7169098624.html, (Brooklyn)
"**BEAUTIFUL, NEWLY RENOVATED OFFICE SPACES IN JERSEY CITY!!**",40.857996,$1800,,-73.932978,Jul 31,https://newyork.craigslist.org/jsy/reb/d/jersey-city-beautiful-newly-renovated/7155048374.html,
BRAND NEW Great Neck Offices!!*(Affordable and Furnished)*,40.857996,$800,,-73.932978,Jul 31,https://newyork.craigslist.org/lgi/reb/d/great-neck-brand-new-great-neck/7152411411.html, (Great Neck)
"**Brand New, Renovated Office Spaces in Jersey City!!**",40.857996,$2400,,-73.932978,Jul 31,https://newyork.craigslist.org/jsy/reb/d/jersey-city-brand-new-renovated-office/7154801509.html,
"**CO-WORKING, Jersey City Office Space Opportunities!!",40.857996,$350,,-73.932978,Jul 31,https://newyork.craigslist.org/jsy/reb/d/jersey-city-co-working-jersey-city/7154801397.html,
BRAND NEW Great Neck Offices!!*(Affordable and Furnished)*,40.857996,$650,,-73.932978,Jul 31,https://newyork.craigslist.org/lgi/reb/d/great-neck-brand-new-great-neck/7152733144.html,
"Perfect Location, Newly Renovated Great Neck Private Offices!!",40.857996,$1400,,-73.932978,Jul 31,https://newyork.craigslist.org/lgi/reb/d/great-neck-perfect-location-newly/7166600549.html,
"*IDEAL, Jersey City Office Space Opportunities!!*",40.857996,$800,,-73.932978,Jul 31,https://newyork.craigslist.org/jsy/reb/d/jersey-city-ideal-jersey-city-office/7158833071.html,
"**BEAUTIFUL,  NEWLY RENOVATED OFFICE SPACES IN JERSEY CITY!!**",40.857996,$1800,,-73.932978,Jul 31,https://newyork.craigslist.org/jsy/reb/d/jersey-city-beautiful-newly-renovated/7158833438.html,
**Co-Working Passes in Amazing Great Neck Location!!**,40.857996,$150,,-73.932978,Jul 31,https://newyork.craigslist.org/lgi/reb/d/great-neck-co-working-passes-in-amazing/7158852551.html,
"NEW TO MARKET, Gorgeous Jersey City Office Space Opportunities!!",40.857996,$1200,,-73.932978,Jul 31,https://newyork.craigslist.org/jsy/reb/d/jersey-city-new-to-market-gorgeous/7154175191.html,
"Perfect Location, Newly Renovated Great Neck Private Offices!!",40.857996,$700,,-73.932978,Jul 31,https://newyork.craigslist.org/lgi/reb/d/great-neck-perfect-location-newly/7166375547.html,
"**STEAL** New, Ideal Office Spaces in Jersey City!!**",40.857996,$1000,,-73.932978,Jul 31,https://newyork.craigslist.org/jsy/reb/d/jersey-city-steal-new-ideal-office/7158856127.html,
"**Brand New, Renovated Office Spaces in Jersey City!!**",40.857996,$2400,,-73.932978,Jul 31,https://newyork.craigslist.org/jsy/reb/d/jersey-city-brand-new-renovated-office/7158856280.html,
"**CO-WORKING, Jersey City Office Space Opportunities!!",40.857996,$350,,-73.932978,Jul 31,https://newyork.craigslist.org/jsy/reb/d/jersey-city-co-working-jersey-city/7154912288.html,
Brand New Private Offices - MONTH-TO-MONTH Lease!!,40.666233,$1200,,-73.985445,Jul 31,https://newyork.craigslist.org/lgi/reb/d/great-neck-brand-new-private-offices/7167838455.html,
Brand New Private Offices - MONTH-TO-MONTH Lease!!,40.666233,$1200,,-73.985445,Jul 31,https://newyork.craigslist.org/lgi/reb/d/great-neck-brand-new-private-offices/7158857991.html,
"*Gorgeous, Newly renovated Office Space Opportunities!!*",40.666233,$1600,,-73.985445,Jul 31,https://newyork.craigslist.org/jsy/reb/d/jersey-city-gorgeous-newly-renovated/7158864448.html,
BRAND NEW Great Neck Offices!!*(Affordable and Furnished)*,40.666233,$800,,-73.985445,Jul 31,https://newyork.craigslist.org/lgi/reb/d/great-neck-brand-new-great-neck/7158864927.html, (Great Neck)
Brand New Private Offices - MONTH-TO-MONTH Lease!!,40.666233,$1200,,-73.985445,Jul 31,https://newyork.craigslist.org/lgi/reb/d/great-neck-brand-new-private-offices/7165033796.html,
BRAND NEW Great Neck Offices!!*(Affordable and Furnished)*,40.666233,$800,,-73.985445,Jul 31,https://newyork.craigslist.org/lgi/reb/d/great-neck-brand-new-great-neck/7165034010.html, (Great Neck)
BRAND NEW Great Neck Offices!!*(Affordable and Furnished)*,40.666233,$650,,-73.985445,Jul 31,https://newyork.craigslist.org/lgi/reb/d/great-neck-brand-new-great-neck/7165034144.html, (Great Neck)
"*Gorgeous, Newly renovated Office Space Opportunities!!*",40.710100,$1600,,-74.001300,Jul 31,https://newyork.craigslist.org/jsy/reb/d/jersey-city-gorgeous-newly-renovated/7165034331.html,
BRAND NEW Great Neck Offices!!*(Affordable and Furnished)*,40.710100,$800,,-74.001300,Jul 31,https://newyork.craigslist.org/lgi/reb/d/great-neck-brand-new-great-neck/7165064602.html, (Great Neck)
"*Gorgeous, Newly renovated Office Space Opportunities!!*",40.710100,$1600,,-74.001300,Jul 31,https://newyork.craigslist.org/jsy/reb/d/jersey-city-gorgeous-newly-renovated/7165064080.html,
"**BEAUTIFUL,  NEWLY RENOVATED OFFICE SPACES IN JERSEY CITY!!**",40.710100,$1800,,-74.001300,Jul 31,https://newyork.craigslist.org/jsy/reb/d/jersey-city-beautiful-newly-renovated/7165064329.html,
